player_api_id,player_name,birthday,height,weight
557353,Adrien Rawyler,13/06/1993 0:00,177.8,150
188413,Adrien Regattin,22/08/1991 0:00,167.64,146
40930,Adrien Silva,15/03/1989 0:00,175.26,152
317062,Adrien Thomasson,10/12/1993 0:00,177.8,159
242719,Adrien Trebel,03/03/1991 0:00,172.72,159
263276,Adryan,10/08/1994 0:00,175.26,157
35608,"Afonso Alves,24",30/01/1981 0:00,185.42,163
361711,Afonso,06/01/1993 0:00,170.18,139
213366,Afriyie Acquah,05/01/1992 0:00,177.8,154
441441,Ager Aketxe,30/12/1993 0:00,175.26,152
118883,Agim Ibraimi,29/08/1988 0:00,177.8,157
119305,Agon Mehmeti,20/11/1989 0:00,182.88,174
256728,Agustin Vuletich,03/11/1991 0:00,185.42,174
45872,Ahmed Ammi,19/01/1981 0:00,180.34,165
41399,Ahmed Apimah Barusso,26/12/1984 0:00,182.88,165
513810,Ahmed El Messaoudi,03/08/1995 0:00,182.88,172
111930,Ahmed El Mohamady,09/09/1987 0:00,182.88,172
561140,Ahmed Hamoudi,21/07/1990 0:00,172.72,148
403003,Ahmed Hassan Koka,05/03/1993 0:00,190.5,187
297556,Ahmed Hegazy,25/01/1991 0:00,195.58,183
41182,Ahmed Kantari,28/06/1985 0:00,185.42,181
120917,Ahmed Kashi,18/11/1988 0:00,177.8,168
232103,Ahmed Musa,14/10/1992 0:00,167.64,152
174597,Ahmed Saied Okka,13/03/1984 0:00,185.42,174
174600,Ahmed Samir Farag,20/05/1986 0:00,182.88,190
148953,Ahmed Soukouna,13/01/1990 0:00,182.88,168
441166,Ahmet Ozcan,07/03/1995 0:00,182.88,165
410141,Aidan Connolly,15/08/1995 0:00,165.1,143
582500,Aidan Nesbitt,05/02/1997 0:00,175.26,143
199829,Aiden Chippendale,24/05/1992 0:00,172.72,150
32448,Aiden McGeady,04/04/1986 0:00,177.8,157
34319,Aimo Stefano Diana,02/01/1978 0:00,175.26,163
213737,Airam Cabrera,21/10/1987 0:00,180.34,172
133535,Airton,21/02/1990 0:00,180.34,170
128843,Aislan,11/01/1988 0:00,193.04,198
715642,Aissa Laidouni,13/12/1996 0:00,182.88,161
210683,Aissa Mandi,22/10/1991 0:00,182.88,172
185301,Aitor Nunez,02/10/1987 0:00,177.8,154
33993,Aitor Ocio,28/11/1976 0:00,187.96,170
24160,Aiyegbeni Yakubu,22/11/1982 0:00,182.88,183
243127,Akaki Gogia,18/01/1992 0:00,177.8,161
20771,Akihiro Ienaga,13/06/1986 0:00,172.72,154
244128,Akoete Eninful,21/07/1992 0:00,182.88,154
23163,Akos Buzsaky,07/05/1982 0:00,180.34,163
31255,Akpo Sodje,31/01/1981 0:00,187.96,176
127255,Akwetey Mensah,15/04/1983 0:00,172.72,163
33451,Alaeddine Yahia,26/09/1981 0:00,187.96,179
26085,Alain Cantareil,15/08/1983 0:00,177.8,154
34268,Alain Nef,06/02/1982 0:00,190.5,194
182847,Alain Pierre Mendy,17/11/1989 0:00,182.88,159
36785,Alain Rochat,01/02/1983 0:00,182.88,172
67393,Alain Schultz,17/02/1983 0:00,175.26,165
34417,Alain Traore,31/12/1988 0:00,175.26,161
95220,Alain Wiss,21/08/1990 0:00,180.34,148
32693,Alan Combe,03/04/1974 0:00,185.42,172
32547,Alan Gow,09/10/1982 0:00,182.88,154
37085,Alan Haydock,13/01/1976 0:00,175.26,159
267728,Alan Henrique,19/06/1991 0:00,187.96,181
32870,Alan Hutton,30/11/1984 0:00,185.42,161
92935,Alan Kardec,12/01/1989 0:00,187.96,176
14100,Alan Mannus,19/05/1982 0:00,187.96,203
32845,Alan Martin,01/01/1989 0:00,182.88,165
23081,Alan Maybury,08/08/1978 0:00,180.34,161
24024,Alan O'Brien,20/02/1985 0:00,177.8,157
667963,Alan Schons,24/05/1993 0:00,180.34,163
30248,Alan Smith,28/10/1980 0:00,180.34,179
23881,Alan Tate,02/09/1982 0:00,185.42,187
312585,Alan Uryga,19/02/1994 0:00,190.5,187
25926,Alan,19/09/1979 0:00,180.34,154
441173,Alassane Diallo,19/02/1995 0:00,175.26,132
294859,Alassane Plea,10/03/1993 0:00,180.34,174
289250,Alassane Tambe,26/01/1992 0:00,182.88,161
160220,Alassane Toure,09/02/1989 0:00,182.88,161
121488,Alban Joinel,14/09/1979 0:00,187.96,181
698273,Alban Lafont,23/01/1999 0:00,193.04,170
94883,Alban Meha,26/04/1986 0:00,175.26,168
177689,Alban Pnishi,20/10/1990 0:00,187.96,179
37503,Albano Benjamin Bizzarri,09/11/1977 0:00,193.04,196
41173,Albert Baning,19/03/1985 0:00,193.04,179
35831,Albert Bunjaku,29/11/1983 0:00,177.8,165
45605,Albert Crusat,13/05/1982 0:00,165.1,143
37483,Albert Meyong Ze,19/10/1980 0:00,182.88,157
396912,Albert Rafetraniaina,09/09/1996 0:00,175.26,143
37920,Albert Riera,15/04/1982 0:00,187.96,183
484858,Albert Rusnak,07/07/1994 0:00,180.34,143
36066,Albert Streit,28/03/1980 0:00,180.34,174
27694,Alberto Aquilani,07/07/1984 0:00,185.42,174
107929,Alberto Botia,27/01/1989 0:00,187.96,176
299879,Alberto Brignoli,19/08/1991 0:00,187.96,163
41168,Alberto Bueno,20/03/1988 0:00,177.8,141
38395,Alberto Cifuentes,29/05/1979 0:00,187.96,148
47565,Alberto De la Bella,02/12/1985 0:00,182.88,181
39425,Alberto Fontana,23/01/1967 0:00,185.42,161
30143,"Alberto Frison,18",21/07/1988 0:00,190.5,187
102394,Alberto Garcia,09/02/1985 0:00,182.88,170
30881,Alberto Gilardino,05/07/1982 0:00,182.88,174
42460,Alberto Giuliatto,17/09/1983 0:00,180.34,170
575364,Alberto Grassi,07/03/1995 0:00,182.88,165
543020,Alberto Guitian,29/07/1990 0:00,182.88,163
37451,Alberto Lopo,05/05/1980 0:00,185.42,179
32763,"Alberto Luque,21",11/03/1978 0:00,182.88,176
39743,Alberto Maria Fontana,02/12/1974 0:00,187.96,183
314605,Alberto Moreno,05/07/1992 0:00,170.18,143
109121,Alberto Paloschi,04/01/1990 0:00,182.88,176
39302,Alberto Pelagotti,09/03/1989 0:00,187.96,181
231977,Alberto Perea,19/12/1990 0:00,175.26,146
74028,Alberto Pomini,17/03/1981 0:00,187.96,183
42121,Alberto Regazzoni,04/05/1983 0:00,170.18,143
2790,Alberto Rey,15/02/1974 0:00,175.26,163
30273,Alberto Rivera,16/02/1978 0:00,167.64,146
88521,Alberto Rodriguez,31/03/1984 0:00,182.88,157
38576,Alberto Zapater,13/06/1985 0:00,180.34,181
527104,Albian Ajeti,26/02/1997 0:00,182.88,170
26401,Albin Ebondo,23/02/1984 0:00,182.88,187
71768,Albin Ekdal,28/07/1989 0:00,185.42,181
493418,Albion Avdijaj,12/01/1994 0:00,190.5,176
281864,Aldair,31/01/1992 0:00,170.18,143
661509,Aldin Turkes,22/04/1996 0:00,193.04,165
93343,Aldo Angoula,04/05/1981 0:00,182.88,181
664961,Aldo Kalulu,21/01/1996 0:00,165.1,126
33759,Aldo Pedro Duscher,22/03/1979 0:00,175.26,159
39345,Aleandro Rosi,17/05/1987 0:00,182.88,176
467052,Alec Luyckx,19/05/1995 0:00,175.26,146
450292,Alef,28/01/1995 0:00,185.42,157
189192,Aleix Vidal,21/08/1989 0:00,177.8,152
38131,Alejandro Alfaro,23/11/1986 0:00,175.26,161
26120,Alejandro Alonso,03/03/1982 0:00,170.18,150
191906,Alejandro Arribas,01/05/1989 0:00,182.88,163
169217,Alejandro Bedoya,29/04/1987 0:00,177.8,161
151079,Alejandro Bergantinos,07/06/1985 0:00,177.8,161
45220,Alejandro Daro Gomez,15/02/1988 0:00,165.1,150
10348,Alejandro Dominguez,10/06/1981 0:00,175.26,161
97657,Alejandro Faurlin,09/08/1986 0:00,185.42,174
303484,Alejandro Galvez,06/06/1989 0:00,190.5,174
168569,Alejandro Gonzalez,23/03/1988 0:00,182.88,174
288406,Alejandro Grimaldo Garcia,20/09/1995 0:00,175.26,157
187150,Alejandro Martinuccio,16/12/1987 0:00,177.8,161
282470,Alejandro Pozuelo,20/09/1991 0:00,170.18,139
302911,Aleksandar Bjelica,07/01/1994 0:00,185.42,176
364496,Aleksandar Cavric,18/05/1994 0:00,185.42,168
522571,Aleksandar Damcevski,21/11/1992 0:00,193.04,194
167094,Aleksandar Ignjovski,27/01/1991 0:00,175.26,154
16351,Aleksandar Kolarov,10/11/1985 0:00,187.96,183
426005,Aleksandar Kovacevic,09/01/1992 0:00,172.72,154
37515,Aleksandar Lukovic,23/10/1982 0:00,185.42,183
155739,Aleksandar Miljkovic,26/02/1990 0:00,182.88,168
34067,Aleksandar Mitreski,05/08/1980 0:00,185.42,165
351860,Aleksandar Mitrovic,16/09/1994 0:00,187.96,181
280638,Aleksandar Pantic,11/04/1992 0:00,185.42,168
164519,Aleksandar Pesic,21/05/1992 0:00,190.5,192
124144,Aleksandar Prijovic,21/04/1990 0:00,193.04,192
26680,Aleksandar Rankovic,31/08/1978 0:00,172.72,172
278866,Aleksandar Stevanovic,16/02/1992 0:00,175.26,143
69018,Aleksandar Todorovski,26/02/1984 0:00,180.34,161
156534,Aleksandar Tonev,03/02/1990 0:00,177.8,152
208852,Aleksandar Trajkovski,05/09/1992 0:00,177.8,161
27476,Aleksandar Vasoski,21/11/1979 0:00,180.34,168
306158,Aleksander Jagiello,02/02/1995 0:00,165.1,132
68839,Aleksander Kwiek,13/01/1983 0:00,175.26,174
3441,Aleksander Radosavljevic,25/04/1979 0:00,182.88,174
22822,Aleksander Seliga,01/02/1980 0:00,185.42,174
26169,Aleksandr Hleb,01/05/1981 0:00,185.42,161
89828,Aleksandrs Fertovs,16/06/1987 0:00,177.8,172
31191,Aleksei Kangaskolkka,29/10/1988 0:00,187.96,185
395154,Alen Halilovic,18/06/1996 0:00,170.18,143
173913,Alen Melunovic,26/01/1990 0:00,190.5,174
191081,Alen Stevanovic,07/01/1991 0:00,180.34,183
39145,Alesandro Cordaro,02/05/1986 0:00,170.18,150
39763,Alessandro Agostini,23/07/1979 0:00,175.26,146
39470,Alessandro Bernardini,21/01/1987 0:00,187.96,161
39762,Alessandro Budel,25/02/1981 0:00,182.88,181
74452,Alessandro Carrozza,01/02/1982 0:00,177.8,168
197848,Alessandro Cerigioni,30/09/1992 0:00,177.8,159
41424,Alessandro Ciarrocchi,03/01/1988 0:00,190.5,181
154238,Alessandro Crescenzi,25/09/1991 0:00,175.26,157
561819,Alessandro Damen,17/05/1990 0:00,185.42,183
30727,Alessandro Del Piero,09/11/1974 0:00,175.26,163
41475,Alessandro Diamanti,02/05/1983 0:00,180.34,165
264842,Alessandro Florenzi,11/03/1991 0:00,172.72,148
42443,Alessandro Frara,07/11/1982 0:00,177.8,159
24504,Alessandro Gamberini,27/08/1981 0:00,185.42,176
41816,Alessandro Gazzi,28/01/1983 0:00,182.88,179
27606,Alessandro Grandoni,22/07/1977 0:00,180.34,168
182843,Alessandro Iacobucci,03/06/1991 0:00,187.96,181
7683,Alessandro Iandoli,29/04/1984 0:00,180.34,181
73047,Alessandro Lambrughi,19/05/1987 0:00,180.34,170
215725,Alessandro Longhi,25/06/1989 0:00,185.42,168
27679,Alessandro Lucarelli,22/07/1977 0:00,182.88,172
11747,Alessandro Mangiarrati,15/09/1978 0:00,182.88,172
41411,Alessandro Matri,19/08/1984 0:00,182.88,176
30723,Alessandro Nesta,19/03/1976 0:00,187.96,174
41729,Alessandro Parisi,15/04/1977 0:00,182.88,165
620524,Alessandro Piu,30/07/1996 0:00,180.34,161
39314,Alessandro Potenza,08/03/1984 0:00,185.42,174
167369,Alessandro Riedle,14/08/1991 0:00,177.8,168
31304,Alessandro Rosina,31/01/1984 0:00,167.64,148
461357,Alessandro Schoepf,07/02/1994 0:00,177.8,165
42652,Alessandro Sgrigna,24/04/1980 0:00,177.8,176
41269,Alessio Cerci,23/07/1987 0:00,180.34,172
282706,Alessio Cragno,28/06/1994 0:00,182.88,172
602306,Alessio Da Cruz,18/01/1997 0:00,180.34,154
39197,Alessio Manzoni,10/04/1987 0:00,177.8,143
362195,Alessio Romagnoli,12/01/1995 0:00,187.96,172
41762,Alessio Scarpi,19/04/1973 0:00,187.96,183
42482,Alessio Sestu,29/09/1983 0:00,177.8,161
24469,Alex Baptiste,31/01/1986 0:00,180.34,163
35480,Alex Bruce,28/09/1984 0:00,180.34,179
363343,Alex Bruno,07/10/1993 0:00,170.18,134
80566,Alex Bruno,09/05/1982 0:00,187.96,190
39204,Alex Calderoni,31/05/1976 0:00,182.88,183
306062,Alex Cooper,04/11/1991 0:00,180.34,154
213500,Alex Fernandez,15/10/1992 0:00,180.34,150
447488,Alex Ferrari,01/07/1994 0:00,182.88,154
265618,Alex Goncalves,20/05/1990 0:00,182.88,168
396888,Alex Harris,31/08/1994 0:00,177.8,152
430433,Alex Henshall,15/02/1994 0:00,177.8,146
604785,Alex Iwobi,03/05/1996 0:00,180.34,165
282274,Alex Kacaniklic,13/08/1991 0:00,180.34,159
470416,Alex Kakuba,12/06/1991 0:00,177.8,159
33913,Alex Keddie,23/01/1981 0:00,187.96,183
205034,Alex Lopez,11/01/1988 0:00,172.72,141
155122,Alex MacDonald,14/04/1990 0:00,170.18,159
39566,Alex Manninger,04/06/1977 0:00,187.96,187
264293,Alex Martinez,12/08/1990 0:00,175.26,141
119079,Alex McCarthy,03/12/1989 0:00,193.04,174
282689,Alex Menendez,17/07/1991 0:00,180.34,148
32924,Alex Neil,09/06/1981 0:00,175.26,154
196386,Alex Oxlade-Chamberlain,15/08/1993 0:00,175.26,154
49709,Alex Pearce,09/11/1988 0:00,187.96,187
213493,Alex Perez,11/08/1991 0:00,187.96,176
41136,Alex Pinardi,05/09/1980 0:00,180.34,163
408994,Alex Portillo,06/11/1992 0:00,180.34,159
157865,Alex Sandro,26/01/1991 0:00,180.34,172
262753,Alex Schalk,07/08/1992 0:00,170.18,150
34650,Alex Silva,10/03/1985 0:00,193.04,179
478988,Alex Soares,01/03/1991 0:00,177.8,150
23678,Alex Song,09/09/1987 0:00,185.42,163
428672,Alex Telles,15/12/1992 0:00,180.34,157
41975,Alex Valentini,05/04/1988 0:00,185.42,176
41766,Alex Von Schwedler,17/02/1980 0:00,182.88,168
150396,Alex,29/01/1989 0:00,182.88,170
163838,Alex,27/08/1991 0:00,175.26,148
26564,Alex,17/06/1982 0:00,187.96,203
186923,Alexander Bannink,20/02/1990 0:00,185.42,176
27306,Alexander Baumjohann,23/01/1987 0:00,177.8,165
118434,Alexander Buettner,11/02/1989 0:00,175.26,165
27535,Alexander Bugera,08/08/1978 0:00,180.34,165
317565,Alexander Corryn,03/01/1994 0:00,177.8,154
422127,Alexander Cristovao,14/03/1993 0:00,185.42,187
407765,Alexander Djiku,09/08/1994 0:00,180.34,165
128106,Alexander Dragovic,06/03/1991 0:00,185.42,174
147735,Alexander Esswein,25/03/1990 0:00,182.88,187
31672,Alexander Farnerud,01/05/1984 0:00,182.88,161
438780,Alexander Fransson,02/04/1994 0:00,180.34,163
34102,Alexander Frei,15/07/1979 0:00,180.34,163
71764,Alexander Gerndt,14/07/1986 0:00,185.42,176
190525,Alexander Gonzalez,13/09/1992 0:00,177.8,165
459000,Alexander Hack,08/09/1993 0:00,193.04,183
38206,Alexander Iashvili,23/10/1977 0:00,175.26,157
27297,Alexander Laas,05/05/1984 0:00,172.72,154
34420,Alexander Madlung,11/07/1982 0:00,193.04,203
40295,Alexander Mathisen,24/11/1986 0:00,185.42,165
27478,Alexander Meier,17/01/1983 0:00,195.58,212
192504,Alexander Merkel,22/02/1992 0:00,177.8,148
169569,Alexander Milosevic,30/01/1992 0:00,190.5,181
181333,Alexander Ring,09/04/1991 0:00,172.72,159
203755,Alexander Scholz,24/10/1992 0:00,187.96,192
248437,Alexander Schwolow,02/06/1992 0:00,187.96,183
440330,Alexander Soerloth,05/12/1995 0:00,193.04,198
71524,Alexander Stephan,15/09/1986 0:00,187.96,185
40100,Alexander Tettey,04/04/1986 0:00,180.34,150
3517,Alexandr Kerzhakov,27/11/1982 0:00,175.26,168
25824,Alexandre Alphonse,17/06/1982 0:00,175.26,168
750584,Alexandre Azevedo,28/01/1997 0:00,175.26,150
